Id,SalePrice,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
1,12.247694320220994,-0.11833095868105027,-1.4867138924241075,-1.6639359799440039,-0.11522633744855966,-0.1328125,1.987711174435172e-06,0.01668862151457611,4.78515625e-08,3.92684433651337e-09,0.0,1.1767189399820571e-08,3.7527543232946386e-09,-2.980347985677804,9.698346640571224e-08,0.0,-2.7106001371148922,0.037037037037037035,0.0,0.07407407407407407,0.125,0.005859375,0.037037037037037035,-0.17708333333333331,0.0,4.081489384454259e-06,0.03125,1.9219932847013662e-07,0.0,3.7270726301303285e-07,0.0,0.0,0.0,0.0,0.0,-0.0984222389181067,-626.84375,0.0,0.0,0.0
2,12.109010932687042,-0.11833910034602076,-1.4761843959101009,-1.6629793887913191,-0.11659807956104251,-0.126953125,1.2323809281498064e-05,0.01680316854714712,0.0,5.43973620553835e-09,0.0,2.2279211930326946e-08,5.532682191586255e-09,-2.959309990218166,0.0,0.0,-2.7240485755684376,0.0,0.125,0.07407407407407407,0.0,0.005859375,0.037037037037037035,-0.17824074074074073,0.037037037037037035,2.5305234183616407e-05,0.03125,1.6133520273040667e-07,4.7344964833518495e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.09616829451540196,-626.859375,0.0,0.0,0.0
3,12.31716669303576,-0.11833095868105027,-1.4844258124807712,-1.6617903281052402,-0.11522633744855966,-0.1328125,2.7827956442092406e-06,0.016693027169674995,3.955078125000001e-08,2.7031817953902237e-09,0.0,3.404640133014752e-08,4.033334085783958e-09,-2.9764402667123924,9.83462317416239e-08,0.0,-2.7086751360969195,0.037037037037037035,0.0,0.07407407407407407,0.125,0.005859375,0.037037037037037035,-0.17824074074074073,0.037037037037037035,5.714085138235962e-06,0.03125,2.1324305056540706e-07,0.0,2.566181155171702e-07,0.0,0.0,0.0,0.0,0.0,-0.09316303531179565,-626.84375,0.0,0.0,0.0
4,11.84939770159144,-0.11832892326480765,-1.4907728983468054,-1.6630185376650086,-0.11522633744855966,-0.1328125,3.617634337472013e-05,0.016825196822641542,0.0,1.201414131284544e-09,0.0,4.2361881839354055e-08,3.3143484444050783e-09,-2.974077275714437,8.58542161624338e-08,0.0,-2.7104192927809505,0.037037037037037035,0.0,0.037037037037037035,0.0,0.005859375,0.037037037037037035,-0.17766203703703703,0.037037037037037035,6.5303830151268145e-06,0.046875,2.2516782641939367e-07,0.0,2.138484295976418e-07,1.6171550855532118e-06,0.0,0.0,0.0,0.0,-0.0984222389181067,-626.875,0.0,0.0,0.0
5,12.429216196844383,-0.11833095868105027,-1.4737102221709908,-1.6600128640600016,-0.11385459533607681,-0.1328125,3.180337879096275e-06,0.016701838479872767,8.544921875000001e-08,3.6431771110711865e-09,0.0,3.84394853727472e-08,5.0197473132854695e-09,-2.964582900475819,1.1958265822624705e-07,0.0,-2.6994864451285387,0.037037037037037035,0.0,0.07407407407407407,0.125,0.0078125,0.037037037037037035,-0.17650462962962962,0.037037037037037035,6.5303830151268145e-06,0.046875,2.932091945274347e-07,3.0504138416226687e-07,5.132362310343404e-07,0.0,0.0,0.0,0.0,0.0,-0.09090909090909091,-626.84375,0.0,0.0,0.0
6,11.870599909242044,-0.11833299409729289,-1.473110090877619,-1.6600894859695992,-0.11796982167352538,-0.1328125,6.36067575819255e-06,0.016728272410466077,0.0,4.071459000464288e-09,0.0,5.020667477256777e-09,3.4897107959609025e-09,-2.9842864824259916,6.42770983438327e-08,0.0,-2.7206728516706495,0.037037037037037035,0.0,0.037037037037037035,0.125,0.001953125,0.037037037037037035,-0.17881944444444442,0.0,1.3060766030253629e-05,0.03125,1.6834977676216345e-07,6.355028836713891e-08,1.8329865394083583e-07,0.0,2.4409497637892915e-06,0.0,0.0,1.8797623443321813e-10,-0.09241172051089407,-626.828125,0.0,0.0,0.0
7,12.634603026569334,-0.11833910034602076,-1.479457176743653,-1.6626106349006102,-0.11385459533607681,-0.1328125,1.1926267046611032e-06,0.016675404549279457,4.5410156250000005e-08,7.614518267261762e-09,0.0,2.4867993598287474e-08,7.391523118077992e-09,-2.9433549317664283,0.0,0.0,-2.7110162910411573,0.037037037037037035,0.0,0.07407407407407407,0.0,0.005859375,0.037037037037037035,-0.17766203703703703,0.037037037037037035,2.448893630672555e-06,0.03125,2.230634542098666e-07,4.051330883405106e-07,3.482674424875881e-07,0.0,0.0,0.0,0.0,0.0,-0.09391435011269722,-626.859375,0.0,0.0,0.0
8,12.206072645530174,-0.11833095868105027,-1.4836855000271192,-1.662392296035566,-0.11522633744855966,-0.130859375,1.4311520455933237e-05,0.016825196822641542,5.859375e-08,4.777846012839922e-09,9.99211739345036e-09,1.6944752735741623e-08,4.8531530793074364e-09,-2.966412072907856,1.1163319376676246e-07,0.0,-2.701716837157489,0.037037037037037035,0.0,0.07407407407407407,0.125,0.005859375,0.037037037037037035,-0.17766203703703703,0.07407407407407407,2.9386723568070663e-05,0.03125,1.6975269156851482e-07,3.7335794415694113e-07,1.2464308467976837e-06,1.3555564687725451e-06,0.0,0.0,0.0,9.398811721660906e-11,-0.0916604057099925,-626.828125,1.0,0.0,0.0
9,11.77452020265869,-0.11833299409729289,-1.499014314917476,-1.666354542225326,-0.11522633744855966,-0.1328125,3.061075208630164e-05,0.01692212123481701,0.0,0.0,0.0,7.468242872419456e-08,4.173623967028617e-09,-2.9707419183216777,8.539996105046325e-08,0.0,-2.708973573505154,0.0,0.0,0.07407407407407407,0.0,0.00390625,0.07407407407407407,-0.17708333333333331,0.07407407407407407,6.285493652059559e-05,0.03125,1.6414103234310938e-07,1.4298814882606257e-07,0.0,1.21881173727356e-06,0.0,0.0,0.0,0.0,-0.09691960931630353,-626.84375,0.0,0.0,0.0
10,11.678439903447801,-0.1183044982698962,-1.500018516097276,-1.6649104943591784,-0.11796982167352538,-0.130859375,2.7430414207205373e-05,0.01692212123481701,0.0,4.733349193162717e-09,0.0,1.09827101064992e-08,4.3446022597955456e-09,-2.967901071033642,0.0,0.0,-2.731065874183972,0.037037037037037035,0.0,0.037037037037037035,0.0,0.00390625,0.07407407407407407,-0.17881944444444442,0.07407407407407407,5.632455350546878e-05,0.015625,7.189938382550731e-08,0.0,2.4439820525444777e-08,0.0,0.0,0.0,0.0,0.0,-0.09917355371900827,-626.84375,0.0,0.0,0.0
11,11.771436160121729,-0.11833910034602076,-1.4829558399214613,-1.6618237223354018,-0.11796982167352538,-0.1328125,1.709431610014248e-05,0.01685603640833374,0.0,5.039264828443504e-09,0.0,1.0512022530506377e-08,4.559421140451431e-09,-2.969795696217468,0.0,0.0,-2.7326134269267497,0.037037037037037035,0.0,0.037037037037037035,0.0,0.005859375,0.037037037037037035,-0.17881944444444442,0.0,3.5100808706306625e-05,0.015625,1.346798214097308e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0984222389181067,-626.84375,0.0,0.0,0.0
